prompt_idx,template,clean_sentence,corrupted_sentence,clean_IO,clean_S,corrupted_IO,corrupted_S,clean_io_token_id,clean_s_token_id,corrupted_io_token_id,corrupted_s_token_id,end_position,place,object
2264,ABBA,"After Erica and Mary went to the store, Mary gave a kiss to Erica","After Mary and Erica went to the store, Erica gave a kiss to Mary",Erica,Mary,Mary,Erica,95692,7473,7473,95692,14,store,kiss
2265,BABA,"Then, Charles and Richard went to the station. Charles gave a drink to Richard","Then, Richard and Charles went to the station. Richard gave a drink to Charles",Richard,Charles,Charles,Richard,9135,8868,8868,9135,15,station,drink
2266,ABBA,"When Allison and Patrick got a bone at the restaurant, Patrick decided to give it to Allison","When Patrick and Allison got a bone at the restaurant, Allison decided to give it to Patrick",Allison,Patrick,Patrick,Allison,64426,19785,19785,64426,17,restaurant,bone
2267,BABA,"Then, Andrea and Samuel went to the garden. Andrea gave a bone to Samuel","Then, Samuel and Andrea went to the garden. Samuel gave a bone to Andrea",Samuel,Andrea,Andrea,Samuel,19784,32492,32492,19784,15,garden,bone
2268,ABBA,"Then, Alexander and Lindsey had a lot of fun at the house. Lindsey gave a necklace to Alexander","Then, Lindsey and Alexander had a lot of fun at the house. Alexander gave a necklace to Lindsey",Alexander,Lindsey,Lindsey,Alexander,16188,95807,95807,16188,19,house,necklace
2269,BABA,"Then, Kelly and Stephanie were working at the hospital. Kelly decided to give a kiss to Stephanie","Then, Stephanie and Kelly were working at the hospital. Stephanie decided to give a kiss to Kelly",Stephanie,Kelly,Kelly,Stephanie,55361,20950,20950,55361,18,hospital,kiss
2270,BABA,"When Erin and Kyle got a drink at the store, Erin decided to give it to Kyle","When Kyle and Erin got a drink at the store, Kyle decided to give it to Erin",Kyle,Erin,Erin,Kyle,40358,42201,42201,40358,17,store,drink
2271,ABBA,"When Lauren and Crystal got a bone at the restaurant, Crystal decided to give it to Lauren","When Crystal and Lauren got a bone at the restaurant, Lauren decided to give it to Crystal",Lauren,Crystal,Crystal,Lauren,31868,28166,28166,31868,17,restaurant,bone
2272,ABBA,"Then, Alicia and Christine had a lot of fun at the house. Christine gave a computer to Alicia","Then, Christine and Alicia had a lot of fun at the house. Alicia gave a computer to Christine",Alicia,Christine,Christine,Alicia,77804,45698,45698,77804,19,house,computer
2273,BABA,"Then, Laura and Mary were thinking about going to the office. Laura wanted to give a computer to Mary","Then, Mary and Laura were thinking about going to the office. Mary wanted to give a computer to Laura",Mary,Laura,Laura,Mary,7473,24277,24277,7473,20,office,computer
2274,ABBA,"Then, Ryan and Timothy went to the station. Timothy gave a snack to Ryan","Then, Timothy and Ryan went to the station. Ryan gave a snack to Timothy",Ryan,Timothy,Timothy,Ryan,18894,44708,44708,18894,15,station,snack
2275,BABA,"When Timothy and Jonathan got a basketball at the garden, Timothy decided to give it to Jonathan","When Jonathan and Timothy got a basketball at the garden, Jonathan decided to give it to Timothy",Jonathan,Timothy,Timothy,Jonathan,25571,44708,44708,25571,17,garden,basketball
2276,BABA,"Then, Justin and Thomas had a long argument, and afterwards Justin said to Thomas","Then, Thomas and Justin had a long argument, and afterwards Thomas said to Justin",Thomas,Justin,Justin,Thomas,7536,27031,27031,7536,15,school,bone
2277,ABBA,"Then, Gregory and Jennifer had a lot of fun at the school. Jennifer gave a ring to Gregory","Then, Jennifer and Gregory had a lot of fun at the school. Gregory gave a ring to Jennifer",Gregory,Jennifer,Jennifer,Gregory,39706,30904,30904,39706,19,school,ring
2278,BABA,"Then, Jeffrey and Matthew were working at the hospital. Jeffrey decided to give a drink to Matthew","Then, Matthew and Jeffrey were working at the hospital. Matthew decided to give a drink to Jeffrey",Matthew,Jeffrey,Jeffrey,Matthew,23739,48206,48206,23739,18,hospital,drink
2279,BABA,"Then, Samantha and Aaron went to the station. Samantha gave a computer to Aaron","Then, Aaron and Samantha went to the station. Aaron gave a computer to Samantha",Aaron,Samantha,Samantha,Aaron,32057,73605,73605,32057,15,station,computer
2280,ABBA,"After Vanessa and Shannon went to the station, Shannon gave a drink to Vanessa","After Shannon and Vanessa went to the station, Vanessa gave a drink to Shannon",Vanessa,Shannon,Shannon,Vanessa,68439,54673,54673,68439,14,station,drink
2281,BABA,"Then, Robert and Kevin were working at the hospital. Robert decided to give a kiss to Kevin","Then, Kevin and Robert were working at the hospital. Kevin decided to give a kiss to Robert",Kevin,Robert,Robert,Kevin,19934,7866,7866,19934,18,hospital,kiss
2282,ABBA,"Then, James and Cody had a long argument, and afterwards Cody said to James","Then, Cody and James had a long argument, and afterwards James said to Cody",James,Cody,Cody,James,6110,67768,67768,6110,15,garden,necklace
2283,ABBA,"Then, Jamie and Amber went to the station. Amber gave a kiss to Jamie","Then, Amber and Jamie went to the station. Jamie gave a kiss to Amber",Jamie,Amber,Amber,Jamie,40742,47235,47235,40742,15,station,kiss
2284,BABA,"Then, Laura and Katie went to the house. Laura gave a kiss to Katie","Then, Katie and Laura went to the house. Katie gave a kiss to Laura",Katie,Laura,Laura,Katie,46526,24277,24277,46526,15,house,kiss
2285,BABA,"Then, Laura and Samantha went to the store. Laura gave a ring to Samantha","Then, Samantha and Laura went to the store. Samantha gave a ring to Laura",Samantha,Laura,Laura,Samantha,73605,24277,24277,73605,15,store,ring
2286,BABA,"When Andrea and Jason got a basketball at the school, Andrea decided to give it to Jason","When Jason and Andrea got a basketball at the school, Jason decided to give it to Andrea",Jason,Andrea,Andrea,Jason,23019,32492,32492,23019,17,school,basketball
2287,ABBA,"When Stephen and Sarah got a snack at the restaurant, Sarah decided to give it to Stephen","When Sarah and Stephen got a snack at the restaurant, Stephen decided to give it to Sarah",Stephen,Sarah,Sarah,Stephen,18653,19400,19400,18653,17,restaurant,snack
2288,ABBA,"When Brandon and Nicholas got a basketball at the garden, Nicholas decided to give it to Brandon","When Nicholas and Brandon got a basketball at the garden, Brandon decided to give it to Nicholas",Brandon,Nicholas,Nicholas,Brandon,45225,34218,34218,45225,17,garden,basketball
2289,ABBA,"Then, Emily and Daniel had a lot of fun at the school. Daniel gave a bone to Emily","Then, Daniel and Emily had a lot of fun at the school. Emily gave a bone to Daniel",Emily,Daniel,Daniel,Emily,31325,10754,10754,31325,19,school,bone
2290,ABBA,"Then, Benjamin and Katie had a lot of fun at the house. Katie gave a basketball to Benjamin","Then, Katie and Benjamin had a lot of fun at the house. Benjamin gave a basketball to Katie",Benjamin,Katie,Katie,Benjamin,27316,46526,46526,27316,19,house,basketball
2291,BABA,"Then, Patrick and Danielle had a long argument, and afterwards Patrick said to Danielle","Then, Danielle and Patrick had a long argument, and afterwards Danielle said to Patrick",Danielle,Patrick,Patrick,Danielle,84486,19785,19785,84486,15,restaurant,computer
2292,ABBA,"Then, Elizabeth and Christina were thinking about going to the station. Christina wanted to give a snack to Elizabeth","Then, Christina and Elizabeth were thinking about going to the station. Elizabeth wanted to give a snack to Christina",Elizabeth,Christina,Christina,Elizabeth,15419,58025,58025,15419,20,station,snack
2293,BABA,"Then, Michelle and Lisa had a lot of fun at the office. Michelle gave a snack to Lisa","Then, Lisa and Michelle had a lot of fun at the office. Lisa gave a snack to Michelle",Lisa,Michelle,Michelle,Lisa,25380,37108,37108,25380,19,office,snack
2294,ABBA,"When John and Eric got a drink at the hospital, Eric decided to give it to John","When Eric and John got a drink at the hospital, John decided to give it to Eric",John,Eric,Eric,John,3350,19288,19288,3350,17,hospital,drink
2295,BABA,"Then, Megan and Lauren were working at the house. Megan decided to give a kiss to Lauren","Then, Lauren and Megan were working at the house. Lauren decided to give a kiss to Megan",Lauren,Megan,Megan,Lauren,31868,58914,58914,31868,18,house,kiss
2296,ABBA,"Then, Jacob and Laura went to the garden. Laura gave a necklace to Jacob","Then, Laura and Jacob went to the garden. Jacob gave a necklace to Laura",Jacob,Laura,Laura,Jacob,21297,24277,24277,21297,15,garden,necklace
2297,BABA,"Then, Shannon and Michelle went to the station. Shannon gave a snack to Michelle","Then, Michelle and Shannon went to the station. Michelle gave a snack to Shannon",Michelle,Shannon,Shannon,Michelle,37108,54673,54673,37108,15,station,snack
2298,BABA,"Then, Jesse and Jeremy were thinking about going to the store. Jesse wanted to give a computer to Jeremy","Then, Jeremy and Jesse were thinking about going to the store. Jeremy wanted to give a computer to Jesse",Jeremy,Jesse,Jesse,Jeremy,42219,46041,46041,42219,20,store,computer
2299,ABBA,"When Jamie and Heather got a necklace at the store, Heather decided to give it to Jamie","When Heather and Jamie got a necklace at the store, Jamie decided to give it to Heather",Jamie,Heather,Heather,Jamie,40742,51593,51593,40742,17,store,necklace
2300,ABBA,"When Alexander and Laura got a snack at the house, Laura decided to give it to Alexander","When Laura and Alexander got a snack at the house, Alexander decided to give it to Laura",Alexander,Laura,Laura,Alexander,16188,24277,24277,16188,17,house,snack
2301,BABA,"After Kevin and Tiffany went to the hospital, Kevin gave a snack to Tiffany","After Tiffany and Kevin went to the hospital, Tiffany gave a snack to Kevin",Tiffany,Kevin,Kevin,Tiffany,78477,19934,19934,78477,14,hospital,snack
2302,BABA,"Then, Brittany and Eric went to the store. Brittany gave a computer to Eric","Then, Eric and Brittany went to the store. Eric gave a computer to Brittany",Eric,Brittany,Brittany,Eric,19288,92030,92030,19288,15,store,computer
2303,BABA,"Then, Eric and Jeremy were working at the restaurant. Eric decided to give a basketball to Jeremy","Then, Jeremy and Eric were working at the restaurant. Jeremy decided to give a basketball to Eric",Jeremy,Eric,Eric,Jeremy,42219,19288,19288,42219,18,restaurant,basketball
2304,BABA,"Then, Andrew and Lisa had a lot of fun at the office. Andrew gave a bone to Lisa","Then, Lisa and Andrew had a lot of fun at the office. Lisa gave a bone to Andrew",Lisa,Andrew,Andrew,Lisa,25380,15970,15970,25380,19,office,bone
2305,BABA,"Then, Jessica and Dustin were thinking about going to the store. Jessica wanted to give a drink to Dustin","Then, Dustin and Jessica were thinking about going to the store. Dustin wanted to give a drink to Jessica",Dustin,Jessica,Jessica,Dustin,116288,36171,36171,116288,20,store,drink
2306,ABBA,"After Shannon and Amber went to the garden, Amber gave a ring to Shannon","After Amber and Shannon went to the garden, Shannon gave a ring to Amber",Shannon,Amber,Amber,Shannon,54673,47235,47235,54673,14,garden,ring
2307,ABBA,"Then, Anthony and Kimberly were working at the school. Kimberly decided to give a bone to Anthony","Then, Kimberly and Anthony were working at the school. Anthony decided to give a bone to Kimberly",Anthony,Kimberly,Kimberly,Anthony,21504,102292,102292,21504,18,school,bone
2308,ABBA,"Then, Sara and Michelle were thinking about going to the school. Michelle wanted to give a computer to Sara","Then, Michelle and Sara were thinking about going to the school. Sara wanted to give a computer to Michelle",Sara,Michelle,Michelle,Sara,34315,37108,37108,34315,20,school,computer
2309,BABA,"Then, Jeffrey and William had a lot of fun at the house. Jeffrey gave a basketball to William","Then, William and Jeffrey had a lot of fun at the house. William gave a basketball to Jeffrey",William,Jeffrey,Jeffrey,William,7130,48206,48206,7130,19,house,basketball
2310,ABBA,"Then, Christine and Megan were working at the store. Megan decided to give a ring to Christine","Then, Megan and Christine were working at the store. Christine decided to give a ring to Megan",Christine,Megan,Megan,Christine,45698,58914,58914,45698,18,store,ring
2311,BABA,"Then, Joseph and Nathan had a lot of fun at the house. Joseph gave a snack to Nathan","Then, Nathan and Joseph had a lot of fun at the house. Nathan gave a snack to Joseph",Nathan,Joseph,Joseph,Nathan,32743,10954,10954,32743,19,house,snack
2312,ABBA,"Then, William and Timothy had a lot of fun at the store. Timothy gave a basketball to William","Then, Timothy and William had a lot of fun at the store. William gave a basketball to Timothy",William,Timothy,Timothy,William,7130,44708,44708,7130,19,store,basketball
2313,BABA,"Then, Katie and Samuel had a long argument, and afterwards Katie said to Samuel","Then, Samuel and Katie had a long argument, and afterwards Samuel said to Katie",Samuel,Katie,Katie,Samuel,19784,46526,46526,19784,15,store,computer
2314,BABA,"Then, Amy and Ryan went to the house. Amy gave a bone to Ryan","Then, Ryan and Amy went to the house. Ryan gave a bone to Amy",Ryan,Amy,Amy,Ryan,18894,27161,27161,18894,15,house,bone
2315,ABBA,"Then, Alicia and Steven were thinking about going to the garden. Steven wanted to give a kiss to Alicia","Then, Steven and Alicia were thinking about going to the garden. Alicia wanted to give a kiss to Steven",Alicia,Steven,Steven,Alicia,77804,23114,23114,77804,20,garden,kiss
2316,ABBA,"Then, Courtney and Shannon were working at the house. Shannon decided to give a ring to Courtney","Then, Shannon and Courtney were working at the house. Courtney decided to give a ring to Shannon",Courtney,Shannon,Shannon,Courtney,81161,54673,54673,81161,18,house,ring
2317,ABBA,"Then, Cody and Dustin had a lot of fun at the restaurant. Dustin gave a kiss to Cody","Then, Dustin and Cody had a lot of fun at the restaurant. Cody gave a kiss to Dustin",Cody,Dustin,Dustin,Cody,67768,116288,116288,67768,19,restaurant,kiss
2318,BABA,"Then, Michelle and Andrea went to the hospital. Michelle gave a necklace to Andrea","Then, Andrea and Michelle went to the hospital. Andrea gave a necklace to Michelle",Andrea,Michelle,Michelle,Andrea,32492,37108,37108,32492,15,hospital,necklace
